dimension,signal_type,horizon,events,effective_n,stocks,dates,median,mean,positive_rate,result_negative_n,result_positive_n,result_neutral_n,result_unknown_n,path_direct_failure_n,path_immediate_continuation_n,path_spike_then_fade_n,path_deep_drawdown_recovery_n,path_delayed_start_n,path_unknown_n,weekly_base_pattern,weekly_weekday_path,weekly_eligibility_state,industry_code,market_context,half
industry_code,,20,3406,3384,41,,0.0041695702503047,0.008307083498870937,0.5212765957446809,1422.0,1812.0,115.0,57.0,1071,850,574,277.0,612.0,22.0,,,,801780,,
industry_code,,1,3619,3619,79,,-0.0020325203252031,-0.0018566092372787274,0.42608455374412824,1466.0,1580.0,573.0,,2205,1377,34,3.0,,,,,,801790,,
industry_code,,2,3619,3619,79,,-0.0025542784163473,-0.002726380006371003,0.42967670627245097,1592.0,1683.0,342.0,2.0,2056,997,108,15.0,443.0,,,,,801790,,
industry_code,,3,3619,3619,79,,-0.0039164490861619,-0.004041702583709016,0.42166344294003866,1666.0,1625.0,325.0,3.0,1980,885,209,30.0,515.0,,,,,801790,,
industry_code,,5,3619,3619,79,,-0.0039893617021277,-0.004021894855239855,0.44072948328267475,1625.0,1720.0,268.0,6.0,1731,857,358,77.0,596.0,,,,,801790,,
industry_code,,10,3619,3619,79,,-0.0087336244541484,-0.0072587415042099585,0.4288477479966842,1699.0,1743.0,165.0,12.0,1430,735,670,229.0,555.0,,,,,801790,,
industry_code,,15,3619,3616,79,,-0.0151734420909529,-0.010291024891452418,0.39823008849557523,1683.0,1764.0,146.0,26.0,1322,636,882,287.0,489.0,3.0,,,,801790,,
industry_code,,20,3619,3609,79,,-0.0201342281879194,-0.012298196254962498,0.3873649210307564,1673.0,1804.0,108.0,34.0,1200,562,1049,361.0,437.0,10.0,,,,801790,,
industry_code,,1,10410,10410,252,,-0.00110291032095395,0.0003903167359707978,0.47070124879923153,4757.0,4529.0,1119.0,5.0,5654,4506,214,36.0,,,,,,801880,,
industry_code,,2,10410,10410,252,,-0.0018805126233367,0.0004566010359969809,0.4628242074927954,4865.0,4738.0,792.0,15.0,5231,3448,592,169.0,970.0,,,,,801880,,
industry_code,,3,10410,10410,252,,-0.00243932190480725,0.00023398945492155988,0.4666666666666667,4915.0,4832.0,646.0,17.0,4769,3183,980,308.0,1170.0,,,,,801880,,
industry_code,,5,10410,10410,252,,-0.0018191444478452999,0.0008597041931235501,0.4799231508165226,4943.0,4945.0,490.0,32.0,4112,2986,1425,626.0,1261.0,,,,,801880,,
industry_code,,10,10410,10410,252,,-0.0034547304494679998,0.002696936672236496,0.4781940441882805,4988.0,4990.0,368.0,64.0,3140,2482,2388,1259.0,1141.0,,,,,801880,,
industry_code,,15,10410,10392,252,,-0.00632911392405055,0.004960655763938036,0.4691108545034642,4883.0,5119.0,296.0,112.0,2617,2128,2963,1676.0,1008.0,18.0,,,,801880,,
industry_code,,20,10410,10361,252,,-0.0062160062160062,0.007258921525680838,0.4763053759289644,4901.0,5090.0,272.0,147.0,2325,1940,3168,2036.0,892.0,49.0,,,,801880,,
industry_code,,1,21976,21976,510,,-0.0005204270670826001,0.0013592238049039143,0.4789770658900619,10082.0,9587.0,2302.0,5.0,11533,9727,571,145.0,,,,,,801890,,
industry_code,,2,21976,21976,510,,-0.0014673522205141,0.0014638224300560926,0.47469967236985805,10400.0,9925.0,1584.0,67.0,10571,7448,1400,460.0,2097.0,,,,,801890,,
industry_code,,3,21976,21976,510,,-0.00097632698971,0.0017145248420639718,0.4843465598835093,10430.0,10109.0,1359.0,78.0,9566,6861,2168,840.0,2541.0,,,,,801890,,
industry_code,,5,21976,21976,510,,0.0,0.004348827749032384,0.4966326902074991,10443.0,10405.0,996.0,132.0,8138,6316,3206,1608.0,2708.0,,,,,801890,,
industry_code,,10,21976,21976,510,,0.00046224424870725,0.008200052215827983,0.500910083727703,10700.0,10322.0,660.0,294.0,6160,5421,4983,3001.0,2411.0,,,,,801890,,
industry_code,,15,21976,21898,510,,0.0,0.010695703826293389,0.4966206959539684,10634.0,10362.0,498.0,482.0,5087,4642,6072,3957.0,2140.0,78.0,,,,801890,,
industry_code,,20,21976,21771,510,,0.0015360983102918,0.014698824488129746,0.5031004547333608,10718.0,10209.0,437.0,612.0,4458,4285,6456,4629.0,1943.0,205.0,,,,801890,,
industry_code,,1,1177,1177,30,,-0.0006138735420502,0.0010934881961074236,0.47408666100254887,549.0,537.0,91.0,,623,529,20,5.0,,,,,,801950,,
industry_code,,2,1177,1177,30,,0.0,0.0013761679175557174,0.49787595581988103,517.0,575.0,81.0,4.0,554,427,48,26.0,122.0,,,,,801950,,
industry_code,,3,1177,1177,30,,0.0005151983513653,0.0010332802896109812,0.5021240441801189,540.0,582.0,49.0,6.0,507,386,94,51.0,139.0,,,,,801950,,
industry_code,,5,1177,1177,30,,-0.0025974025974027,0.00103624666803118,0.4672897196261682,534.0,575.0,46.0,22.0,457,341,184,67.0,128.0,,,,,801950,,
industry_code,,10,1177,1177,30,,-0.003174603174603,0.00019591286476672854,0.47833474936278675,541.0,570.0,28.0,38.0,348,295,272,155.0,107.0,,,,,801950,,
industry_code,,15,1177,1171,30,,0.0010183299389001,0.0020411964242561488,0.5004269854824936,540.0,566.0,19.0,52.0,274,266,312,218.0,101.0,6.0,,,,801950,,
industry_code,,20,1177,1143,30,,-0.0070422535211266,0.0022926428867606086,0.4654418197725284,541.0,545.0,20.0,71.0,249,216,368,223.0,87.0,34.0,,,,801950,,
industry_code,,1,1884,1884,47,,-0.00146903957289415,0.0004448621302229176,0.4453290870488323,983.0,741.0,159.0,1.0,1039,783,54,8.0,,,,,,801960,,
industry_code,,2,1884,1884,47,,-0.00183330532683575,0.0024749456442517527,0.46443736730360935,979.0,809.0,93.0,3.0,910,601,126,35.0,212.0,,,,,801960,,
industry_code,,3,1884,1884,47,,-0.0022459165154266,0.0036869554569640183,0.4585987261146497,1002.0,793.0,79.0,10.0,863,564,188,48.0,221.0,,,,,801960,,
industry_code,,5,1884,1884,47,,-0.00325412987267395,0.0028629665084658864,0.46709129511677283,1038.0,786.0,46.0,14.0,730,502,294,102.0,256.0,,,,,801960,,
industry_code,,10,1884,1884,47,,-0.0031325738620194502,0.006067583035327431,0.48089171974522293,1030.0,792.0,38.0,24.0,577,460,411,203.0,233.0,,,,,801960,,
industry_code,,15,1884,1874,47,,-0.0053908355795148,0.006845274307830656,0.46851654215581645,1032.0,777.0,35.0,40.0,486,400,521,270.0,197.0,10.0,,,,801960,,
industry_code,,20,1884,1863,47,,-0.0102301790281329,0.008078683983441713,0.44981213097155126,1039.0,766.0,32.0,47.0,425,362,614,281.0,181.0,21.0,,,,801960,,
industry_code,,1,5241,5241,126,,-0.0009680542110358,6.439918432144938e-05,0.4600267124594543,2425.0,2170.0,641.0,5.0,2915,2192,105,29.0,,,,,,801970,,
industry_code,,2,5241,5241,126,,-0.0010911074740863,0.0007730508976742845,0.475672581568403,2433.0,2282.0,512.0,14.0,2648,1704,252,88.0,549.0,,,,,801970,,
industry_code,,3,5241,5241,126,,0.0,0.0013731356120507356,0.48616676206830756,2479.0,2357.0,382.0,23.0,2415,1607,389,142.0,688.0,,,,,801970,,
industry_code,,5,5241,5241,126,,0.0008250825082507,0.0038158155618563437,0.5037206639954207,2531.0,2387.0,272.0,51.0,2044,1496,632,271.0,798.0,,,,,801970,,
industry_code,,10,5241,5241,126,,0.0,0.005342306598439302,0.4972333524136615,2537.0,2429.0,191.0,84.0,1637,1279,1041,532.0,752.0,,,,,801970,,
industry_code,,15,5241,5218,126,,-0.0010956726876517001,0.005363887269387969,0.49329244921425836,2655.0,2307.0,152.0,127.0,1368,1078,1310,734.0,728.0,23.0,,,,801970,,
industry_code,,20,5241,5173,126,,-0.0007220216606498,0.0073644198934930466,0.4929441329982602,2712.0,2242.0,116.0,171.0,1206,976,1448,872.0,671.0,68.0,,,,801970,,
industry_code,,1,921,921,23,,-0.0007199424046075,0.00012194068316564888,0.47122692725298587,370.0,457.0,94.0,,494,410,16,1.0,,,,,,801980,,
industry_code,,2,921,921,23,,-0.0016806722689075,0.0002607950053304418,0.46254071661237783,393.0,464.0,64.0,,454,297,55,10.0,105.0,,,,,801980,,
industry_code,,3,921,921,23,,0.0,-0.00029709980086863323,0.49728555917481,410.0,442.0,69.0,,406,276,78,27.0,134.0,,,,,801980,,
industry_code,,5,921,921,23,,-0.0013513513513512,0.001093052931845653,0.48425624321389793,414.0,457.0,50.0,,360,247,137,41.0,136.0,,,,,801980,,
industry_code,,10,921,921,23,,-0.0046210720887246,0.0016993102088761391,0.4755700325732899,384.0,495.0,41.0,1.0,289,210,203,99.0,120.0,,,,,801980,,
industry_code,,15,921,921,23,,-0.0103168754605748,-0.00037630691429464913,0.4549402823018458,379.0,506.0,35.0,1.0,245,180,261,132.0,103.0,,,,,801980,,
industry_code,,20,921,920,23,,-0.0098062849231073,-0.0016580228542355197,0.45108695652173914,406.0,489.0,25.0,1.0,222,167,288,156.0,87.0,1.0,,,,801980,,
industry_code,,1,3870,3870,153,,-0.0014573723757127,0.0003426684719905609,0.46124031007751937,,,,3870.0,2097,1647,107,19.0,,,,,,,,
industry_code,,2,3870,3870,153,,-0.0014727668278251,0.0008828639654683988,0.46770025839793283,,,,3870.0,1894,1278,249,74.0,375.0,,,,,,,
industry_code,,3,3870,3870,153,,-0.0024590973500202,0.0007130672791533667,0.4669250645994832,,,,3870.0,1733,1186,379,129.0,443.0,,,,,,,
industry_code,,5,3870,3870,153,,-0.0020305091733663003,0.0020834345078703837,0.4788113695090439,,,,3870.0,1458,1089,598,241.0,484.0,,,,,,,
industry_code,,10,3870,3870,153,,-0.0046213455979376,0.0061398863074980485,0.4684754521963824,,,,3870.0,1111,896,976,463.0,424.0,,,,,,,
industry_code,,15,3870,3870,153,,-0.0056603773584904,0.008083839286620166,0.4697674418604651,,,,3870.0,930,764,1141,652.0,383.0,,,,,,,
industry_code,,20,3870,3869,153,,-0.004694835680751,0.009232376086511684,0.4786766606358232,,,,3870.0,823,700,1219,756.0,371.0,1.0,,,,,,
market_context,,1,68700,68700,4795,,0.00074822307516615,0.0032320239765752487,0.5061426491994178,28574.0,29739.0,7735.0,2652.0,34783,32325,1360,232.0,,,,,,,market_broad_up,
market_context,,2,68700,68700,4795,,0.0,0.0033164114982275204,0.48975254730713247,29986.0,30856.0,5206.0,2652.0,32885,24477,3763,929.0,6646.0,,,,,,market_broad_up,
market_context,,3,68700,68700,4795,,0.0009760009144741,0.0046328864534285665,0.5066375545851528,30469.0,31293.0,4286.0,2652.0,29635,23606,5617,1766.0,8076.0,,,,,,market_broad_up,
market_context,,5,68700,68700,4795,,0.0028915669366391,0.007085773622031236,0.5218049490538573,30944.0,31647.0,3457.0,2652.0,24669,22258,9107,3750.0,8916.0,,,,,,market_broad_up,
market_context,,10,68700,68700,4795,,0.00206878841863675,0.010277056054763782,0.5094614264919942,31519.0,31411.0,2232.0,3538.0,18986,18606,15327,7643.0,8138.0,,,,,,market_broad_up,
market_context,,15,68700,68700,4795,,-0.0003920031360251,0.012168702833942072,0.4945560407569141,30966.0,31537.0,1731.0,4466.0,15770,15758,19394,10581.0,7197.0,,,,,,market_broad_up,
market_context,,20,68700,68335,4795,,0.0020804438280166,0.019115701468573568,0.5063144801346309,31101.0,31350.0,1529.0,4720.0,13752,14602,20392,12944.0,6645.0,365.0,,,,,market_broad_up,
market_context,,1,123216,123216,4822,,-0.0020408163265307,-0.0009263067101464441,0.4512563303467082,54486.0,51985.0,12153.0,4592.0,68350,50853,3148,865.0,,,,,,,market_normal,
market_context,,2,123216,123216,4822,,-0.0025316455696202,-0.0007463019261924796,0.4589744838332684,55609.0,53981.0,8654.0,4972.0,61407,39221,7706,2637.0,12245.0,,,,,,market_normal,
market_context,,3,123216,123216,4822,,-0.0035087719298246,-0.0013570340764327042,0.45610959615634333,56341.0,54843.0,6921.0,5111.0,56621,35141,12436,4677.0,14341.0,,,,,,market_normal,
market_context,,5,123216,123216,4822,,-0.00372152495507575,0.0005261615432989445,0.464022529541618,56478.0,55770.0,5316.0,5652.0,49181,31981,18358,8613.0,15083.0,,,,,,market_normal,
market_context,,10,123216,123216,4822,,-0.004238470018929,0.0034598503274550782,0.4730148681989352,57009.0,56516.0,3725.0,5966.0,37900,27024,28105,16367.0,13820.0,,,,,,market_normal,
market_context,,15,123216,122588,4822,,-0.0050932295216779,0.006666992468279473,0.473765784579241,56989.0,56648.0,3004.0,6575.0,31750,23683,33592,20982.0,12581.0,628.0,,,,,market_normal,
market_context,,20,123216,121719,4822,,-0.0067851373182551,0.007488087268800447,0.4721284269505993,57067.0,56280.0,2532.0,7337.0,27946,21379,37011,23982.0,11401.0,1497.0,,,,,market_normal,
market_context,,1,3459,3459,1879,,-0.0005200208008321,-0.00018419894461781398,0.48337669846776526,1686.0,1460.0,194.0,119.0,1701,1492,170,96.0,,,,,,,market_shock_down,
market_context,,2,3459,3459,1879,,-0.0014409221902018,-0.0005288828379558035,0.4764382769586586,1688.0,1524.0,128.0,119.0,1483,1137,381,175.0,283.0,,,,,,market_shock_down,
market_context,,3,3459,3459,1879,,0.0,0.000546398762255251,0.4963862387973403,1728.0,1468.0,144.0,119.0,1299,1054,492,285.0,329.0,,,,,,market_shock_down,
market_context,,5,3459,3459,1879,,-0.0041928721174004,-0.0001386529150161881,0.47267996530789247,1694.0,1534.0,112.0,119.0,1119,896,723,402.0,319.0,,,,,,market_shock_down,
market_context,,10,3459,3459,1879,,-0.0199501246882791,-0.018547803148091818,0.4125469788956346,1775.0,1481.0,66.0,137.0,933,672,1118,483.0,253.0,,,,,,market_shock_down,
market_context,,15,3459,3459,1879,,-0.0308747855917667,-0.025751351331023714,0.3827695865857184,1763.0,1493.0,66.0,137.0,838,570,1312,521.0,218.0,,,,,,market_shock_down,
market_context,,20,3459,3459,1879,,-0.0287092328892971,-0.02232245541082956,0.4108123735183579,1810.0,1461.0,51.0,137.0,760,534,1300,669.0,196.0,,,,,,market_shock_down,
market_context,,1,211,211,188,,-0.0012195121951219,-0.0006699777411315541,0.4597156398104265,51.0,119.0,26.0,15.0,128,81,1,1.0,,,,,,,unknown,
market_context,,2,211,211,188,,0.0003533568904594,0.00042500239631887085,0.5023696682464455,51.0,128.0,17.0,15.0,108,75,6,,22.0,,,,,,unknown,
market_context,,3,211,211,188,,-0.0147058823529411,-0.013694674396842032,0.22274881516587677,69.0,111.0,16.0,15.0,153,39,12,,7.0,,,,,,unknown,
market_context,,5,211,211,188,,-0.0196353436185132,-0.016787008059274,0.24644549763033174,46.0,133.0,17.0,15.0,146,34,16,4.0,11.0,,,,,,unknown,
market_context,,10,211,211,188,,-0.0282485875706215,-0.027044075076160332,0.22748815165876776,64.0,124.0,8.0,15.0,135,30,29,7.0,10.0,,,,,,unknown,
market_context,,15,211,211,188,,-0.1469298245614034,-0.13205067264375403,0.061611374407582936,79.0,108.0,9.0,15.0,139,9,59,2.0,2.0,,,,,,unknown,
market_context,,20,211,211,188,,-0.1404011461318052,-0.12325448288637476,0.11848341232227488,69.0,127.0,,15.0,127,14,60,9.0,1.0,,,,,,unknown,
half,,1,5604,5604,1108,,-0.0028851702250433,-0.002696872485199451,0.43968593861527483,2322.0,2467.0,524.0,291.0,3120,2285,178,21.0,,,,,,,,2024Q1
half,,2,5604,5604,1108,,-0.0020576131687242,-0.0005135846046719679,0.4616345467523198,2352.0,2628.0,333.0,291.0,2768,1853,341,124.0,518.0,,,,,,,2024Q1
half,,3,5604,5604,1108,,-0.0046737538226954995,-1.965526974902272e-05,0.44539614561027835,2312.0,2711.0,290.0,291.0,2638,1641,535,262.0,528.0,,,,,,,2024Q1
half,,5,5604,5604,1108,,-0.0087055261165783,-0.006977994170467694,0.44200571020699503,2246.0,2840.0,227.0,291.0,2386,1464,799,416.0,539.0,,,,,,,2024Q1
half,,10,5604,5604,1108,,-0.012970190431330249,-0.015262295558693661,0.4398643825838687,2111.0,3038.0,164.0,291.0,1933,1186,1242,774.0,469.0,,,,,,,2024Q1
half,,15,5604,5604,1108,,-0.02574682360939955,-0.03576760328863859,0.42737330478229835,2160.0,3038.0,115.0,291.0,1740,1068,1492,904.0,400.0,,,,,,,2024Q1
half,,20,5604,5604,1108,,-0.03588059255242495,-0.056758212329047944,0.40988579586009993,2222.0,3004.0,87.0,291.0,1618,967,1708,937.0,374.0,,,,,,,2024Q1
half,,1,5478,5478,670,,-0.0045547902576657,-0.004130321917578403,0.40160642570281124,2453.0,2407.0,392.0,226.0,3376,2006,77,19.0,,,,,,,,2024Q2
half,,2,5478,5478,670,,-0.0068085550218162,-0.00666117453515434,0.4008762322015334,2400.0,2555.0,297.0,226.0,3119,1493,250,64.0,552.0,,,,,,,2024Q2
half,,3,5478,5478,670,,-0.007883154577822502,-0.007195754713029771,0.4069003285870756,2382.0,2626.0,244.0,226.0,2961,1383,375,133.0,626.0,,,,,,,2024Q2
half,,5,5478,5478,670,,-0.01254530272493975,-0.011846885216247181,0.3879152975538518,2275.0,2780.0,197.0,226.0,2693,1170,709,277.0,629.0,,,,,,,2024Q2
half,,10,5478,5478,670,,-0.02097487814023245,-0.018561303103955235,0.3702081051478642,2343.0,2782.0,127.0,226.0,2308,963,1186,553.0,468.0,,,,,,,2024Q2
half,,15,5478,5478,670,,-0.0268145251289769,-0.024243297342151797,0.3658269441401972,2230.0,2887.0,135.0,226.0,2043,823,1474,720.0,418.0,,,,,,,2024Q2
half,,20,5478,5478,670,,-0.0357485673981955,-0.03393505185275905,0.34866739686016796,2259.0,2918.0,75.0,226.0,1901,711,1687,816.0,363.0,,,,,,,2024Q2
half,,1,4340,4340,539,,-0.0023474307755888997,-0.0004047309147996383,0.4403225806451613,1867.0,1901.0,407.0,165.0,2506,1762,58,14.0,,,,,,,,2024Q3
half,,2,4340,4340,539,,-0.00295130991899495,0.0023302316071475604,0.4433179723502304,1891.0,2005.0,279.0,165.0,2321,1351,168,59.0,441.0,,,,,,,2024Q3
half,,3,4340,4340,539,,-0.0038242630478755,0.003585906838477261,0.4447004608294931,1953.0,2025.0,197.0,165.0,2147,1219,325,107.0,542.0,,,,,,,2024Q3
half,,5,4340,4340,539,,-0.0056025365613049,0.003089655354247452,0.4488479262672811,2055.0,1944.0,176.0,165.0,1926,1140,522,224.0,528.0,,,,,,,2024Q3
half,,10,4340,4340,539,,-0.012624653089404199,0.0026590194616888363,0.4315668202764977,2134.0,1935.0,106.0,165.0,1586,935,908,458.0,453.0,,,,,,,2024Q3
half,,15,4340,4340,539,,-0.00810044685332575,0.017545376030377924,0.4645161290322581,2221.0,1865.0,89.0,165.0,1270,830,1068,773.0,399.0,,,,,,,2024Q3
half,,20,4340,4340,539,,-0.008155721421273701,0.027842524919178106,0.4700460829493088,2299.0,1794.0,82.0,165.0,1092,732,1231,930.0,355.0,,,,,,,2024Q3
half,,1,7632,7632,1050,,-0.0027713773681515,-0.0022984905592010703,0.43697589098532497,3164.0,3470.0,695.0,303.0,4297,3074,213,48.0,,,,,,,,2024Q4
half,,2,7632,7632,1050,,-0.00418875565072995,-0.0017332696115056525,0.43409329140461217,3456.0,3424.0,449.0,303.0,3913,2196,559,178.0,786.0,,,,,,,2024Q4
half,,3,7632,7632,1050,,-0.0074507737973851,-0.006293797706479162,0.41103249475890985,3494.0,3440.0,395.0,303.0,3683,1948,943,256.0,802.0,,,,,,,2024Q4
half,,5,7632,7632,1050,,-0.012484005853740598,-0.00810863752763661,0.40644654088050314,3447.0,3621.0,261.0,303.0,3186,1755,1416,455.0,820.0,,,,,,,2024Q4
half,,10,7632,7632,1050,,-0.0233542081247665,-0.018720135850863913,0.3632075471698113,3549.0,3590.0,190.0,303.0,2649,1190,2274,864.0,655.0,,,,,,,2024Q4
half,,15,7632,7632,1050,,-0.0318657987785277,-0.024575584032503418,0.3443396226415094,3538.0,3623.0,168.0,303.0,2360,966,2713,1063.0,530.0,,,,,,,2024Q4
half,,20,7632,7632,1050,,-0.0364803407640126,-0.02644193005094759,0.3400157232704403,3434.0,3744.0,151.0,303.0,2138,827,2950,1236.0,481.0,,,,,,,2024Q4
half,,1,15176,15176,1892,,-0.0015785329486047999,0.0004045171173962743,0.45637849235635214,6640.0,6348.0,1509.0,679.0,8480,6313,291,92.0,,,,,,,,2025Q1
half,,2,15176,15176,1892,,0.0,0.0023570000228586943,0.48958882445967317,6859.0,6558.0,1080.0,679.0,7324,5006,787,317.0,1742.0,,,,,,,2025Q1
half,,3,15176,15176,1892,,-0.00047476287205615,0.00427258357027283,0.48721665788086455,7037.0,6574.0,886.0,679.0,6659,4521,1364,701.0,1931.0,,,,,,,2025Q1
half,,5,15176,15176,1892,,-0.0007314935995312,0.0038599352000880873,0.4856352134949921,7161.0,6613.0,723.0,679.0,5758,3998,2257,1187.0,1976.0,,,,,,,2025Q1
half,,10,15176,15176,1892,,-0.00111265724214525,0.001184137105611919,0.48998418555614126,7389.0,6672.0,436.0,679.0,4372,3405,3517,2137.0,1745.0,,,,,,,2025Q1
half,,15,15176,15176,1892,,-0.010706937095825951,-0.00972025742484961,0.4488007380073801,7435.0,6719.0,343.0,679.0,3842,2791,4637,2372.0,1534.0,,,,,,,2025Q1
half,,20,15176,15176,1892,,-0.016042780748663048,-0.010977211496297488,0.43364522930943594,7729.0,6454.0,314.0,679.0,3473,2365,5207,2774.0,1357.0,,,,,,,2025Q1
half,,1,23028,23028,2886,,0.0,0.0006575212692485895,0.4802848705923224,9873.0,9480.0,2724.0,951.0,12330,10153,441,104.0,,,,,,,,2025Q2
half,,2,23028,23028,2886,,-0.00075443239705165,-0.0003025597143275875,0.47759249609171445,10154.0,10072.0,1851.0,951.0,11401,7826,1158,286.0,2357.0,,,,,,,2025Q2
half,,3,23028,23028,2886,,-0.0027766763591504998,-0.00422697159219366,0.46187250303977767,10552.0,10041.0,1484.0,951.0,10824,7095,1992,500.0,2617.0,,,,,,,2025Q2
half,,5,23028,23028,2886,,-0.00164609165004765,0.0006185795765443327,0.4781136008337676,10961.0,9936.0,1180.0,951.0,9384,6544,2951,1150.0,2999.0,,,,,,,2025Q2
half,,10,23028,23028,2886,,0.0064021957913997,0.01184703738541277,0.5393868334201841,11285.0,9984.0,808.0,951.0,6708,6248,4134,2830.0,3108.0,,,,,,,2025Q2
half,,15,23028,23028,2886,,0.0135164134091173,0.024789052540802565,0.5832899079381623,11324.0,10109.0,644.0,951.0,5165,5927,4632,4326.0,2978.0,,,,,,,2025Q2
half,,20,23028,23028,2886,,0.0221402214022139,0.036553093674309485,0.6117335417752302,11430.0,10107.0,540.0,951.0,4314,5771,4808,5230.0,2905.0,,,,,,,2025Q2
half,,1,36443,36443,3571,,0.0,0.0019229010476055023,0.48533326015970146,16133.0,14868.0,4190.0,1252.0,19282,16290,731,140.0,,,,,,,,2025Q3
half,,2,36443,36443,3571,,0.0,0.0036746448736812046,0.4854979008314354,16450.0,15810.0,2931.0,1252.0,17566,12690,1998,548.0,3641.0,,,,,,,2025Q3
half,,3,36443,36443,3571,,0.0006868131868131,0.0054283824125551305,0.5035534944982576,16272.0,16552.0,2367.0,1252.0,15726,11766,3137,993.0,4821.0,,,,,,,2025Q3
half,,5,36443,36443,3571,,0.0029985007496251,0.009421188392957748,0.5248195812638916,16872.0,16506.0,1813.0,1252.0,13200,11338,4658,2063.0,5184.0,,,,,,,2025Q3
half,,10,36443,36443,3571,,0.0050590219224284,0.01783132020145387,0.529264879400708,17165.0,16787.0,1239.0,1252.0,9786,9539,7703,4193.0,5222.0,,,,,,,2025Q3
half,,15,36443,36443,3571,,0.0083752093802345,0.02793593881270442,0.5380182751145625,17167.0,17062.0,962.0,1252.0,7844,8675,9267,5767.0,4890.0,,,,,,,2025Q3
half,,20,36443,36443,3571,,0.0106382978723404,0.03579172866477759,0.5451801443349888,17231.0,17162.0,798.0,1252.0,6721,7904,10108,7146.0,4564.0,,,,,,,2025Q3
half,,1,38973,38973,3990,,0.0,0.0010548923699878398,0.4865932825289303,16621.0,16449.0,4413.0,1490.0,20776,17316,661,220.0,,,,,,,,2025Q4
half,,2,38973,38973,3990,,-0.0015432098765433,0.0006790303309293209,0.4691196469350576,17018.0,17316.0,3149.0,1490.0,19717,13216,1908,511.0,3621.0,,,,,,,2025Q4
half,,3,38973,38973,3990,,0.0,0.002357928280575524,0.4857465424781259,17258.0,17765.0,2460.0,1490.0,17862,12500,2958,1009.0,4644.0,,,,,,,2025Q4
half,,5,38973,38973,3990,,0.0018148820326679,0.00596796042469614,0.5122264131578272,17348.0,18154.0,1981.0,1490.0,15015,12018,4534,1937.0,5469.0,,,,,,,2025Q4
half,,10,38973,38973,3990,,0.0056131995237285,0.0158536167577291,0.5329073974289893,17808.0,18321.0,1354.0,1490.0,11327,10676,7242,4383.0,5345.0,,,,,,,2025Q4
half,,15,38973,38973,3990,,0.0077574047954867,0.024954378114531144,0.5328304210607343,17904.0,18454.0,1125.0,1490.0,9278,9468,9165,6120.0,4942.0,,,,,,,2025Q4
half,,20,38973,38973,3990,,0.0139426800929511,0.03575524062654365,0.5560516254843096,17925.0,18596.0,962.0,1490.0,7818,9070,9738,7687.0,4660.0,,,,,,,2025Q4
half,,1,29540,29540,3780,,0.0,0.0016761520715046566,0.49207853757616793,12301.0,13165.0,2903.0,1171.0,15180,13546,666,148.0,,,,,,,,2026Q1
half,,2,29540,29540,3780,,-0.0009537488652344,0.0011769647331502005,0.47935003385240355,13020.0,13262.0,2087.0,1171.0,14054,10197,1922,563.0,2804.0,,,,,,,2026Q1
half,,3,29540,29540,3780,,-0.0010928961748634,0.0002812638290035114,0.48324306025727826,13367.0,13222.0,1780.0,1171.0,12769,9638,3011,952.0,3170.0,,,,,,,2026Q1
half,,5,29540,29540,3780,,-0.0036873176395728,0.0006678215219860754,0.4684157075152336,13259.0,13700.0,1410.0,1171.0,11226,8433,4806,1828.0,3247.0,,,,,,,2026Q1
half,,10,29540,29540,3780,,-0.01108160844606215,-0.00251490098940309,0.4356127285037238,13322.0,14036.0,1011.0,1171.0,9091,6588,7850,3410.0,2601.0,,,,,,,2026Q1
half,,15,29540,29540,3780,,-0.0223386651958079,-0.00636240478660792,0.3954637779282329,13275.0,14332.0,762.0,1171.0,8094,4981,9939,4411.0,2115.0,,,,,,,2026Q1
half,,20,29540,29540,3780,,-0.0251473841485307,-0.005964089553096914,0.3977657413676371,13428.0,14257.0,684.0,1171.0,7318,4501,10619,5298.0,1804.0,,,,,,,2026Q1
half,,1,21974,21974,3034,,-0.00375205302674795,-0.0006073548047812465,0.4379266405752253,10050.0,9535.0,1763.0,626.0,11944,8858,895,277.0,,,,,,,,2026Q2
half,,2,21974,21974,3034,,-0.0041666666666665,-0.001179559753901011,0.4515791389824338,10505.0,9667.0,1176.0,626.0,10479,6763,1919,802.0,2011.0,,,,,,,2026Q2
half,,3,21974,21974,3034,,-0.005787324545122201,-0.0005289343036651666,0.45062346409392917,10767.0,9623.0,958.0,626.0,9670,6154,2699,1331.0,2120.0,,,,,,,2026Q2
half,,5,21974,21974,3034,,-0.00389674480402375,0.003640710304392296,0.47255847820151087,10574.0,10044.0,730.0,626.0,8010,5552,3768,2424.0,2220.0,,,,,,,2026Q2
half,,10,21974,21974,3034,,-0.0141692500738116,0.0008584163271029969,0.4435696732502048,10702.0,10165.0,481.0,626.0,6354,4193,6009,3807.0,1611.0,,,,,,,2026Q2
half,,15,21974,21974,3034,,-0.0302499402204325,-0.0062236447777671905,0.4144443433148266,10736.0,10200.0,412.0,626.0,5570,3375,7398,4291.0,1340.0,,,,,,,2026Q2
half,,20,21974,21974,3034,,-0.0550308298774604,-0.01917740992154427,0.3751706562300901,10788.0,10177.0,383.0,626.0,5238,2819,8565,4292.0,1060.0,,,,,,,2026Q2
